artist,track,uri,sum_stream_time,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Mac Miller,"I Love Life, Thank You",spotify:track:2jfjyl9KksCBvkZFN2qd8e,193288,0.57,0.865,7,-4.985,1,0.205,0.00644,6.43e-05,0.127,0.338,93.288,193288,4
Shibo,pH,spotify:track:2seFcLiWwxHZ72EYFezJmJ,170666,0.733,0.631,1,-8.765,1,0.278,0.78,0.0563,0.107,0.722,90.081,170667,4
The Thing With Feathers,Figure It Out,spotify:track:1jyfHK1C7boXOTqz6vsR1N,240841,0.816,0.805,1,-4.881,0,0.165,0.183,0.0,0.188,0.741,105.002,240841,4
The Dip,Real Contender,spotify:track:7LNV7SS5RPQShWMenVPBH9,201933,0.661,0.506,7,-7.889,1,0.0256,0.138,0.0,0.0944,0.739,83.019,201933,4
Psychedelic Porn Crumpets,Dread & Butter,spotify:track:0XA9TmNDLaIpmfhDf2PCSe,6842,0.546,0.505,0,-8.987,1,0.0276,0.00563,4.38e-06,0.133,0.285,120.0,174846,3
Vienna,Idols,spotify:track:4rgKYrT8cE7URTrYMn7VST,116000,0.714,0.27,1,-10.218,1,0.405,0.047,0.934,0.0707,0.902,80.546,116000,4
Alabama Shakes,Always Alright - Live at KCRW,spotify:track:0EscyLZF02JC9fhvBHOvFz,227960,0.551,0.841,9,-6.27,1,0.0815,0.00902,0.0515,0.262,0.524,112.554,227960,4
Iman Jordan,Vibration,spotify:track:5RR7e9q6cPRI24lbx3pp20,417697,0.844,0.754,3,-7.145,0,0.106,0.206,0.00176,0.251,0.888,77.021,188600,4
Vancouver Sleep Clinic,Whispers,spotify:track:4L9B8q83u86gZ9cpBYltkw,397170,0.526,0.692,5,-9.513,0,0.0448,0.148,0.0204,0.112,0.0712,104.015,227933,4
Andy Thorn,Good News,spotify:track:2eMDrpZJYfSpfAlBWBrqK1,3259486,0.815,0.385,9,-12.222,1,0.0455,0.803,0.00412,0.0993,0.392,92.213,327086,4
Madelyn Grant,Reasons,spotify:track:4hyPhqfXfShW0hMKUUNazG,261529,0.576,0.658,1,-6.966,1,0.175,0.116,0.000531,0.0485,0.84,145.56,261530,3
Aminé,BLACKJACK,spotify:track:6U9OkV9oa8kN8LyBGf3wvJ,1067683,0.962,0.563,2,-6.372,1,0.246,0.184,0.0,0.059,0.899,131.023,117307,4
Pomplamoose,One Way or Another,spotify:track:4LllOzSz0AsteyOl7kCQVK,5583140,0.636,0.672,5,-7.275,1,0.0752,0.00251,1.46e-06,0.193,0.377,138.033,186298,4
Charlie Burg,Phillip's Bicycle,spotify:track:2dhr80Z6BFPwHjWJJCrm6l,271384,0.619,0.278,0,-12.515,0,0.104,0.293,0.000579,0.0765,0.373,130.008,271385,4
Unleash The Archers,Northwest Passage,spotify:track:3Fiz4tFoVBosOUm2uMgdlL,8482050,0.303,0.838,1,-9.004,0,0.132,0.00143,0.0,0.181,0.304,159.981,275649,4
Trakgirl,CANDYMAN,spotify:track:6AQrAp3Q50voAA9yU2Qmbi,90316,0.366,0.89,1,-5.967,1,0.395,0.0895,0.0,0.389,0.485,87.901,204270,4
Kendrick Lamar,How Much A Dollar Cost,spotify:track:4tQcyj5488alHT1ZgFduzn,274587,0.624,0.729,1,-4.747,1,0.198,0.415,0.0,0.135,0.334,87.948,261747,4
Peach Pit,Vickie,spotify:track:57U1PB3FAleLul5wMj5dEZ,223944,0.697,0.464,0,-6.019,1,0.0259,0.147,4.51e-06,0.139,0.667,89.293,223944,4
The Cannonball Adderley Quintet,Work Song - Remastered,spotify:track:2J7tTIy7b4F78HuNwNmYVv,307626,0.502,0.312,1,-12.822,1,0.122,0.724,0.00453,0.0839,0.544,169.891,307627,4
King Princess,1950,spotify:track:0CZ8lquoTX2Dkg7Ak2inwA,694275,0.6,0.535,4,-7.043,1,0.107,0.648,4.7e-06,0.162,0.269,71.912,225133,4
Doc Robinson,Slip Away,spotify:track:2vwpOGHlOroQYiIByW7qa3,0,0.743,0.471,3,-7.779,0,0.0354,0.482,0.0,0.143,0.514,108.061,182013,4
Durand Jones & The Indications,Don’t You Know,spotify:track:0jecTSpHjOy5CyqEdfod5c,1503786,0.676,0.657,4,-4.185,0,0.0333,0.64,4.95e-05,0.107,0.727,96.034,200687,4
Omar Apollo,Highlight,spotify:track:5Q4SaYmdH63hto9fxkd300,153258,0.781,0.661,0,-5.521,1,0.0525,0.0609,6.56e-06,0.128,0.365,92.026,153258,4
Kate Bollinger,Talk About It,spotify:track:5CH0x6oAAVDV1agN0Wdfhw,132096,0.862,0.336,0,-9.903,1,0.124,0.729,0.0692,0.104,0.554,90.009,132096,4
Quinton Brock,Touch,spotify:track:3QuOtR4mzL4QFT0xJrIat4,332897,0.369,0.886,6,-4.422,1,0.087,0.000949,0.00227,0.164,0.623,65.741,166453,4
Halsey,Dominic’s Interlude,spotify:track:2sOOXgEGB7nhKO8mmc1GhI,76480,0.406,0.368,10,-6.31,1,0.0296,0.784,0.0,0.354,0.707,157.885,76480,4
Kendrick Lamar,Purple Hearts,spotify:track:1REVvAphiSTJyKQ1fDpHa4,1646475,0.567,0.824,3,-6.973,0,0.296,0.167,2.65e-06,0.149,0.737,138.202,329295,4
Tame Impala,Eventually,spotify:track:5M4yti0QxgqJieUYaEXcpw,96650,0.424,0.615,9,-6.217,0,0.0325,0.0158,0.000389,0.0844,0.155,77.935,318591,4
Midland,Cheatin’ Songs,spotify:track:01dBLHq3UWyDRWDZJXj235,635943,0.723,0.723,4,-5.522,1,0.0269,0.043,3.99e-05,0.326,0.694,109.988,215033,4
Bizarrap,"Villano Antillano: Bzrp Music Sessions, Vol. 51",spotify:track:4hceSKjrkDTO0nMKFcb3sj,2680,0.82,0.752,1,-7.635,0,0.0648,0.0584,0.00417,0.628,0.423,127.999,187500,4
Jelani Aryeh,Stella Brown,spotify:track:4gwltSjdrzKtKz9dlk2Wja,186324,0.724,0.48,2,-7.537,1,0.0342,0.211,0.0772,0.289,0.591,125.007,187415,4
Zaska,In Your Own Sweet Time,spotify:track:79Bgpf10NtBBKN2aAxA6OJ,2797511,0.285,0.34,2,-6.125,1,0.0315,0.389,0.0,0.183,0.399,71.655,272185,4
Juani Pe,Yo Voy Voy Rkt,spotify:track:6SYOXkntz9A5YE1zysvrK0,175460,0.86,0.527,1,-9.154,0,0.179,0.0229,0.0,0.0571,0.907,100.008,175460,4
Kanye West,Junya,spotify:track:1jgcODbfAL3tV7tikF6n1j,150238,0.752,0.69,7,-3.948,1,0.0642,0.27,0.0,0.303,0.396,148.07,147669,4
Eli Smart,"Come On, Come On, Come On",spotify:track:4N0iS4TFw6R4LMzRgqpDWX,270325,0.66,0.335,2,-10.706,1,0.145,0.476,0.000995,0.212,0.593,111.787,270326,4
Laureli,Donuts,spotify:track:5f5UQNGnNfb6zdWvfDjfMn,219493,0.74,0.618,11,-6.356,1,0.0593,0.208,0.0,0.0993,0.472,96.041,219493,4
Anderson .Paak,CUT EM IN (feat. Rick Ross),spotify:track:68wXv4DokvcOVNvuJ7FbWp,852006,0.744,0.777,0,-5.577,1,0.353,0.461,0.0,0.767,0.813,158.052,177040,4
Patrulla 81,Cómo Pude Enamorarme De Ti,spotify:track:0A4lH5fAqNuLCSOYA3Bp7V,131440,0.718,0.733,9,-4.508,1,0.048,0.27,1.62e-06,0.0261,0.975,152.554,131440,4
Mōzi,Honey + Tea,spotify:track:7t9rZKKU43qcg5oyUEp4XL,1568410,0.606,0.398,5,-10.561,1,0.0336,0.914,0.471,0.0964,0.344,127.965,222155,4
Zara Larsson,Ain't My Fault,spotify:track:0ADG9OgdVTL7fgREP75BrZ,1676330,0.576,0.782,6,-4.825,0,0.0296,0.00778,0.0,0.285,0.355,141.153,224031,4
Kate Bush,Running Up That Hill (A Deal With God) - 2018 Remaster,spotify:track:29d0nY7TzCoi22XBqDQkiP,601680,0.625,0.533,10,-11.903,0,0.0596,0.659,0.00266,0.0546,0.139,108.296,300840,4
Sean Dagher,Leave Her Johnny,spotify:track:2vaa0nnDnNTlxCh7fCmjsr,3564229,0.712,0.27,7,-4.382,0,0.0541,0.935,0.0,0.0582,0.728,120.416,132293,4
Mo Lowda & the Humble,The Way Home - Live,spotify:track:0ivNkIqljwtuFVFdQEYLys,315530,0.308,0.445,4,-11.167,0,0.0377,0.203,0.0489,0.348,0.115,90.314,315500,4
Kabwasa,Jazz & Blues,spotify:track:6Eig93MELQWBauK91zHWOB,179812,0.803,0.505,5,-13.932,0,0.201,0.305,0.0,0.182,0.358,107.487,179812,4
The Longest Johns,Scrooge,spotify:track:5hujMOiqB2HPaAmqlHjQq6,150719,0.826,0.757,5,-8.827,1,0.193,0.47,0.0,0.153,0.572,101.949,143250,4
Bell Biv DeVoe,Poison,spotify:track:6m59VvDUi0UQsB2eZ9wVbH,803239,0.84,0.56,6,-10.53,0,0.21,0.00195,0.00417,0.633,0.775,111.815,261853,4
Jacob Collier,He Won't Hold You (feat. Rapsody),spotify:track:3mSoxi4aC7oiTGJjsLLkaM,283360,0.404,0.355,0,-12.957,1,0.134,0.783,0.00138,0.373,0.198,100.831,300133,3
austenyo,Backup Generator,spotify:track:6RTPP8IVXE1cDYoTBkLBm3,177345,0.586,0.314,11,-11.374,0,0.129,0.501,0.0,0.436,0.437,125.856,177345,4
88rising,Best Lover,spotify:track:0iWFz0Q5Qha9bx325ocFWq,1984541,0.74,0.663,7,-5.393,1,0.272,0.268,0.0,0.121,0.519,82.004,152911,4
Trixie Mattel,This Town (feat. Shakey Graves),spotify:track:2O63dvZ7lf0OxB1E82piWp,168124,0.59,0.274,1,-9.746,1,0.0337,0.877,0.0,0.114,0.38,119.314,168124,5
Otis Kane,Only You,spotify:track:6XJROqzrurLZfGxKmapkGj,155155,0.773,0.483,11,-10.387,1,0.0544,0.269,0.0,0.228,0.677,113.986,155400,4
Nick Dorian,Feel Good Business,spotify:track:3cTdyEw20xOrZ2874Px78b,268186,0.471,0.788,6,-7.717,1,0.134,0.49,0.0418,0.388,0.251,108.69,268187,4
Édith Piaf,La Vie en rose,spotify:track:3lAun9V0YdTlCSIEXPvfsY,1126398,0.371,0.278,7,-8.596,0,0.0303,0.981,0.0,0.272,0.338,82.331,187733,4
The Marshall Tucker Band,See You One More Time,spotify:track:0RyXzD324olLudPBJWvmSf,948352,0.714,0.572,5,-14.814,1,0.0429,0.393,0.000146,0.191,0.831,132.238,232013,4
Cory Wong,Home,spotify:track:2OTeU0j9uY5aHUMuKXon9y,281236,0.372,0.112,3,-21.854,1,0.0396,0.985,0.818,0.122,0.117,93.983,307473,4
Nicky Youre,Sunroof,spotify:track:4h4QlmocP3IuwYEj2j14p8,326050,0.768,0.714,10,-5.11,1,0.0401,0.352,0.0,0.15,0.842,131.443,163026,4
Hippo Campus,Golden,spotify:track:4vBIr27NcRFBNpyIxLHZuB,120488,0.661,0.942,11,-3.632,0,0.0949,0.382,0.00902,0.0938,0.552,104.012,208280,4
DACEY,Sidewalks,spotify:track:4OVtt9qGVRe1XPeoun8nSl,373342,0.677,0.573,11,-7.345,1,0.211,0.108,0.000923,0.236,0.688,88.966,186671,4
UMI,Love Affair,spotify:track:4ZaRg5Sf4TKr0YcFRLh7QJ,190960,0.613,0.488,8,-7.37,1,0.0964,0.129,2.13e-05,0.335,0.183,172.076,190960,4
Billy Joel,It's Still Rock and Roll to Me,spotify:track:64UioB4Nmwgn2f4cbIpAkl,204309,0.752,0.684,0,-7.599,1,0.15,0.0994,0.0,0.0897,0.539,141.075,176440,4
The Temperance Movement,Another Spiral,spotify:track:0xyjUDxVdbxmnzsxv8b9DI,437441,0.369,0.452,9,-6.731,1,0.0273,0.108,5.22e-05,0.09,0.378,141.182,208107,4
Igor Stravinsky,The Firebird Suite: VII. Finale,spotify:track:4RYSAKeqlo4u3gpjOyJttK,1187749,0.148,0.183,1,-14.149,0,0.0299,0.891,0.903,0.0799,0.0859,72.928,206907,3
The Longest Johns,Oak & Ash & Thorn,spotify:track:38FCXf9CTcH9MJKn3WsJ7x,497880,0.475,0.577,7,-7.498,1,0.0307,0.574,0.0,0.0967,0.6,111.973,248940,4
Peach Tree Rascals,Glide,spotify:track:6asdQA8Hk0outQMv0oSDjk,475166,0.868,0.364,7,-16.513,1,0.0984,0.482,0.0855,0.0866,0.807,123.039,237584,4
The Four Freshmen,Fools Rush In,spotify:track:02gauNUp4Rr9N4f1EvSx0f,156159,0.416,0.0504,7,-16.705,1,0.0373,0.886,0.0,0.16,0.214,117.793,156160,4
Pomplamoose,Summer Place,spotify:track:6MKm7HqHjS70UFJ4UR8YEi,31650,0.636,0.599,5,-11.362,1,0.0975,0.831,0.0402,0.0936,0.665,189.388,31651,3
James Jackson Jazz Trio,Juniper Leaves,spotify:track:5sO9OlDHzrdh3yqT89Cpce,2216,0.343,0.121,5,-18.12,1,0.0436,0.973,0.785,0.0966,0.142,83.428,205632,4
Translee,Make Me Better,spotify:track:26RB5OYRlW407wcbMiur22,866370,0.649,0.642,8,-9.823,1,0.5,0.204,0.0,0.0996,0.654,160.538,166334,4
NxWorries,Fkku,spotify:track:1GyR9q0c52RoGyB1qPwkc0,537391,0.619,0.493,3,-8.63,1,0.212,0.758,0.0128,0.139,0.673,144.885,131893,4
Austin Wintory,"Truths, Two",spotify:track:65KK4S6VIa25VL3N7rUiBG,5851336,0.136,0.179,4,-14.04,0,0.0383,0.928,0.727,0.113,0.0389,75.843,731418,4
Surfaces,Palm Trees,spotify:track:0er9ik61YFhQw1a8hOoco8,1605026,0.785,0.458,6,-6.162,0,0.049,0.234,0.0,0.0687,0.506,119.971,260000,4
Pitbull,I Feel Good (71 Digits Remix),spotify:track:489Kxszwpq6OIGN8mfAxXn,71655,0.807,0.909,6,-5.707,0,0.161,0.017,0.0,0.338,0.717,123.978,178064,4
Bird and Byron,Alone!,spotify:track:0o8fjUSEorvcpgk7hpmV83,279468,0.703,0.608,8,-4.962,1,0.033,0.1,0.00175,0.265,0.669,90.005,138667,4
Wiley from Atlanta,Pink Skies (Demo),spotify:track:4NeHCGpTPVCudqVpJiT7O9,530692,0.565,0.566,9,-8.737,0,0.141,0.485,6.55e-06,0.104,0.435,138.836,223101,4
Diplo,Don't Forget My Love - Extended,spotify:track:3VoRDj6SqnCFRqVOMKVsrz,113935,0.616,0.866,11,-5.969,0,0.0337,0.00926,0.0975,0.171,0.254,120.979,262562,4
Marc Broussard,Mood,spotify:track:0W5jMo5MpHvLTGVnAN8c1R,209475,0.655,0.828,1,-8.454,0,0.0836,0.0132,0.00404,0.08,0.936,168.068,209476,4
Diversify,Over Nothing,spotify:track:6AAZToYE98jn8PhvpofI8M,150857,0.412,0.355,6,-12.111,1,0.0918,0.718,6.11e-06,0.211,0.179,210.138,150857,4
Peter Frampton,Show Me The Way,spotify:track:6BD1X1PeV5UzYUdiVaD2yL,394207,0.7,0.726,2,-7.717,1,0.0329,0.434,1.1e-06,0.0963,0.641,130.109,243267,4
Asi Kemera,I'll Be Fine,spotify:track:3RcwhCvXmPuCHmJvOrCfr5,192445,0.751,0.255,1,-15.933,1,0.0617,0.841,0.0113,0.116,0.281,119.874,192445,4
Spillage Village,"Jupiter (with Mereba & JID feat. EARTHGANG, Jurdan Bryant, Hollywood JB & Benji.)",spotify:track:0je2CwkO13cSNRJzastZKB,156257,0.653,0.632,2,-5.624,1,0.0337,0.0505,1.88e-06,0.118,0.456,94.999,146715,4
Tex Crick,Here We Go,spotify:track:0a9U0klPtXi2or9I2RSQTx,56453,0.628,0.203,5,-12.612,1,0.0387,0.992,0.952,0.107,0.395,100.201,56453,4
Caroline Polachek,Bang Bang - From 'Minions: The Rise of Gru' Soundtrack,spotify:track:2ousXPANATTQanbZV9EAVd,139252,0.722,0.745,9,-4.449,0,0.0725,0.727,1.15e-05,0.108,0.889,163.465,139253,4
Spooky Mansion,Eyez,spotify:track:4LwMFVPZ5OOw0mbTjqHeYA,190000,0.509,0.85,1,-2.684,1,0.0669,0.0119,0.0,0.607,0.549,80.115,190000,4
Gallant,Doesn't Matter - Recorded at Spotify Studios NYC,spotify:track:1yMj0VQyNJSDYCfeoBdGfS,1616524,0.607,0.492,9,-8.83,1,0.0367,0.0631,0.0,0.0638,0.351,131.123,210898,4
Ava Madison,Time,spotify:track:1ccBefPkDqnSsZMomRklkT,167153,0.668,0.386,4,-13.68,0,0.0848,0.527,0.000782,0.118,0.487,109.617,180000,4
HARBOUR,Sleepyhead,spotify:track:4HSAay5C126EFXqm8pxCAQ,1196985,0.4,0.84,6,-4.798,1,0.0343,0.00336,0.00185,0.245,0.826,108.227,245390,4
Count Basie,Basie - Straight Ahead,spotify:track:5Ig7DEh90IPEw02jUvRC5P,236240,0.438,0.539,5,-9.444,1,0.0345,0.472,0.598,0.0682,0.696,171.281,236240,3
Electric Light Orchestra,Mr. Blue Sky,spotify:track:2RlgNHKcydI9sayD2Df2xp,613849,0.388,0.338,10,-10.054,1,0.0329,0.652,3.73e-06,0.248,0.478,177.765,303373,4
Johnny Stimson,Butterflies,spotify:track:38nSpCQCOiuwXOfVy07bGj,77738,0.7,0.382,0,-9.896,1,0.178,0.317,0.0,0.11,0.759,145.965,161096,4
Scary Pockets,deja vu,spotify:track:2bEXOHFrtExHDsoZP3onfs,2853644,0.748,0.668,7,-7.272,1,0.202,0.255,1.19e-06,0.145,0.924,100.584,235499,4
Chris Stapleton,The Ballad of the Lonesome Cowboy,spotify:track:3a24rUSZ1Ui3xmPNnqpor8,947378,0.668,0.538,9,-8.758,1,0.0354,0.287,7.64e-05,0.0807,0.146,109.886,105013,4
Del Water Gap,Ode to a Conversation Stuck in Your Throat,spotify:track:51Lf3l6wx008NdBxCQnD6B,398464,0.57,0.804,11,-6.782,1,0.0701,0.0598,8.96e-05,0.187,0.624,87.533,199233,4
Chong the Nomad,Take Two,spotify:track:2QcF4vRgpl0ndKdC3vr2iM,423226,0.766,0.483,1,-7.787,1,0.0614,0.0413,0.00947,0.041,0.799,137.009,211613,4
The Longest Johns,Santiana,spotify:track:21Jm43WPaIsv82UJsPkMF0,9143088,0.73,0.344,4,-6.847,1,0.0636,0.942,0.0,0.707,0.726,134.543,174500,3
Midland,Cowgirl Blues,spotify:track:4guaZ7m088d0yCECVPM7aq,2618514,0.618,0.774,5,-7.302,0,0.0392,0.441,0.00092,0.114,0.861,99.595,238157,4
Los Tucanes De Tijuana,Me Gusta Vivir De Noche,spotify:track:4GoBPGSNDWr9Sgi2Sc8xsj,215680,0.898,0.594,5,-6.003,1,0.0479,0.335,0.000822,0.254,0.953,119.709,215680,4
HALFnHALF,LADY,spotify:track:2W8C6tDEsiXqWIU9JiUmcZ,160494,0.77,0.448,2,-6.651,1,0.14,0.162,0.0,0.111,0.537,143.99,160495,4
Vacationer,Euphoria,spotify:track:5wsfvNR8jYui5Xs3KlIlse,4330,0.706,0.708,1,-7.166,0,0.0596,0.0193,0.000204,0.106,0.598,138.072,150240,4
Led Zeppelin,"Hey, Hey, What Can I Do - Remaster",spotify:track:16VhHtoaOjTU4AJBNSBNQ1,961948,0.468,0.858,1,-9.639,1,0.0543,0.166,0.000304,0.0807,0.526,77.987,236760,4
Kanye West,Champions,spotify:track:2nBI3iWLhupR7LyAJ5GGkE,823603,0.692,0.774,6,-2.48,0,0.0876,0.0623,0.0,0.873,0.349,134.952,334253,4
Creedence Clearwater Revival,"Proud Mary - At The Royal Albert Hall / London, UK / April 14, 1970",spotify:track:4Vnt8ffVhSmAklwaDLdja5,180981,0.58,0.948,2,-7.921,1,0.0348,0.0253,0.000402,0.531,0.694,127.712,180982,4
Rexx Life Raj,Aura (feat. Kojey Radical),spotify:track:3dyDvQiRXHqnn4orAlkk6T,185062,0.731,0.693,1,-7.372,0,0.0893,0.603,0.0677,0.111,0.798,161.991,203033,4
Scary Pockets,Arcade (Loving You is a Losing Game),spotify:track:0auz8JQFyIvhvq7nmtFIn8,3030,0.483,0.465,0,-8.746,1,0.0424,0.449,0.00901,0.0924,0.335,79.013,216938,4
Kygo,Stargazing,spotify:track:0Zbbxnx4SGGHoIow4PpISP,9690,0.677,0.497,5,-5.763,1,0.0809,0.152,0.0,0.0911,0.419,99.137,236853,4
Jerry Jeff Walker,Some Go Home,spotify:track:7GadorqQh4kfSkev4THbbD,1483728,0.429,0.111,7,-18.08,1,0.0317,0.653,0.0,0.0843,0.355,79.23,357133,4
Logan Ryan Band,Buenos Noches,spotify:track:0H0TNHwaaUVNDWSLrFLNZ6,237420,0.315,0.578,8,-9.232,1,0.0479,0.00195,0.000407,0.0981,0.622,112.678,252857,4
Gilligan Moss,World Service,spotify:track:16jB52ZnmWVTcov6r4dTIO,217469,0.817,0.648,1,-7.199,1,0.0525,0.184,0.225,0.0627,0.949,121.999,217470,4
Stevie Wonder,Sugar,spotify:track:4Lbv4hSII91sgTVjwXNXKh,173626,0.602,0.911,8,-8.217,1,0.0778,0.0858,2.83e-05,0.248,0.785,104.031,173627,4
Felly,Sunday,spotify:track:39OEXVPnRrAsNrhbUyRwAk,537990,0.881,0.617,11,-7.893,0,0.0522,0.0677,0.000763,0.0369,0.766,134.52,179331,4
Chet Baker,Autumn Leaves,spotify:track:1QlTNF43OyKK9BorIRsJ8o,422640,0.35,0.607,5,-11.141,0,0.0498,0.794,0.446,0.116,0.597,187.101,422640,4
Major Lazer,Be Together,spotify:track:3Vv6L434w4rmsaZ6PGfC0E,1425479,0.497,0.627,6,-6.141,0,0.0319,0.00142,0.0,0.619,0.193,79.93,233011,4
Band of Gringos,Jimi Valentine,spotify:track:0caGGPDcLQlZNYvYJ02ogD,184109,0.692,0.259,2,-13.387,1,0.0637,0.48,3.23e-06,0.0789,0.232,73.231,184110,4
Johannes Brahms,"Tragic Overture, Op. 81",spotify:track:0rSmL7D3TFggeDDdBDjJkV,1910,0.174,0.0447,2,-22.281,0,0.0395,0.927,0.9,0.149,0.0758,83.467,777707,4
"Tyler, The Creator",Boredom (feat. Rex Orange County & Anna of the North),spotify:track:5WNYg3usc6H8N3MBEp4zVk,1933030,0.559,0.578,8,-9.54,1,0.151,0.79,0.000522,0.324,0.239,79.938,320720,4
The Philharmonik,Justice,spotify:track:0gQdWh2u1RqcRCVwmzKnjo,31529,0.747,0.643,10,-9.745,0,0.321,0.417,0.0,0.192,0.713,98.822,284006,4
Big Head Todd and The Monsters,Sunshine Of Your Love,spotify:track:5feakGlvC13ShesOpvaE3R,898974,0.375,0.646,2,-6.901,0,0.038,0.000806,0.0563,0.939,0.63,114.501,298517,4
Monsune,Nothing in Return,spotify:track:2r0pJWxAyYVQTHTwcnbM8A,232200,0.67,0.756,11,-5.695,0,0.075,0.528,0.0976,0.261,0.707,100.083,232200,4
Drake,Jumpman,spotify:track:27GmP9AWRs744SzKcpJsTZ,845212,0.852,0.553,1,-7.286,1,0.187,0.0559,0.0,0.332,0.656,142.079,205879,4
Dylan Meek,Sweet Summer,spotify:track:5JgLZQw93HWx45NPxX1ekX,3696141,0.762,0.478,5,-5.448,0,0.0784,0.162,3.47e-06,0.466,0.516,144.008,299425,4
Moon Taxi,Who's To Say?,spotify:track:4FDcxrGP7VXDk9zTXAJjXL,714705,0.619,0.854,5,-3.87,0,0.0295,0.000375,1.41e-05,0.315,0.597,91.589,236413,4
IAmChino,Discoteca,spotify:track:7hmebsI3sCMzANWFcNiCMh,241991,0.719,0.907,0,-1.9,1,0.071,0.0118,2.04e-06,0.0926,0.363,127.987,225853,4
Henry Jamison,The Parting Glass (feat. Darlingside),spotify:track:5AylUadxwKFO7wY5jPJg4K,2890,0.432,0.183,7,-8.276,1,0.0368,0.736,0.0,0.104,0.319,131.848,171500,3
ScHoolboy Q,Black Folk,spotify:track:1iWAx1WGCY6j2zAMdACQ6E,433781,0.734,0.902,2,-6.076,0,0.396,0.831,0.00106,0.226,0.4,155.097,147040,4
Diversify,Call My Name,spotify:track:5vWNJAuZHm8INO22427sHe,109268,0.61,0.668,5,-9.509,1,0.0271,0.0157,0.00123,0.239,0.143,122.926,109268,4
Grady Strange,I'm Not Your Man,spotify:track:3PzrMiOagn5Ela63Bd7BZG,2872778,0.601,0.398,0,-8.508,1,0.0273,0.363,0.0156,0.0738,0.903,85.702,190037,4
Richard Wagner,Der fliegende Hollander (The Flying Dutchman): Act I: Durch Sturm und bosen Wind verschlagen,spotify:track:1QykfaKWg5HldcXSoozJsW,257466,0.322,0.259,0,-15.293,0,0.0497,0.976,0.0101,0.12,0.2,97.877,238800,4
Eagles,Hotel California - 2013 Remaster,spotify:track:40riOy7x9W7GXjyGp4pjAv,779164,0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125,391376,4
Florence + The Machine,My Love - Poem Version,spotify:track:6HRVu4Hb1x10yKj9iwRJQY,182498,0.664,0.128,9,-19.726,0,0.237,0.869,0.000278,0.0775,0.209,108.984,172057,4
Glass Animals,Tokyo Drifting - Young Franco Remix,spotify:track:3I5sum0PXFZhoQETnJgizL,211221,0.783,0.765,6,-6.552,1,0.16,0.0375,6.11e-05,0.0479,0.882,129.059,211222,4
Lake Street Dive,Better Than,spotify:track:0MH2fBfdoOl17OSbmrwClC,217970,0.789,0.283,0,-11.679,1,0.0354,0.629,0.0134,0.097,0.406,77.576,215880,4
Pomplamoose,Soul Love,spotify:track:5V6hA87OiVy4OOMrVZWS4q,287860,0.727,0.51,7,-6.112,1,0.0576,0.185,0.000787,0.0926,0.674,142.041,287861,4
S I M,Dill Pickles,spotify:track:1oQD23mITtKyx8zPDWH0MI,142475,0.496,0.55,6,-3.404,1,0.251,0.302,0.811,0.254,0.851,174.237,138031,4
Project Destati,Riku,spotify:track:3nZNNFLDHgrRfnc05Tzwk0,192551,0.205,0.354,5,-11.324,0,0.0331,0.935,0.958,0.0963,0.106,116.771,192551,3
Frank Ocean,Skyline To,spotify:track:4xR3MAscflQ262kMeiKshQ,1779059,0.43,0.296,3,-13.645,1,0.0583,0.882,6.21e-06,0.104,0.386,129.048,184600,4
Mac Miller,Come Back to Earth,spotify:track:01z2fBGB8Hl3Jd3zXe4IXR,1138430,0.272,0.238,2,-12.148,0,0.0349,0.89,0.00925,0.275,0.119,83.507,161840,4
Gallant,Skipping Stones (feat. Jhené Aiko),spotify:track:60T2IIFflzLc241xUMv1VD,413555,0.584,0.537,9,-5.646,1,0.0344,0.495,0.000189,0.397,0.4,79.982,184147,4
DARGZ,Happiness,spotify:track:3dyNc3TbcaGcmLrQuk4Hls,100000,0.669,0.415,0,-11.329,1,0.0485,0.645,0.745,0.142,0.328,90.353,100000,4
ROLE MODEL,girl in new york,spotify:track:6APTEV2EIRpBEvuTrS5XTv,221996,0.621,0.555,9,-7.854,1,0.0299,0.0405,0.152,0.111,0.0817,92.031,211304,4
Cassette Academy,Metroversity,spotify:track:2BxYtGcTkWq99CGkQ0B6Si,302365,0.482,0.383,6,-11.333,1,0.309,0.456,0.0013,0.103,0.38,171.932,302365,3
ABBA,Thank You For The Music,spotify:track:08GOw3NsrJ0LsCCeyqzt3b,469767,0.283,0.417,4,-9.124,1,0.0404,0.835,0.0,0.102,0.373,201.145,229453,4
The Mattson 2,Wavelength,spotify:track:3DMXF5ZEAPzRZ2R9HFDhk5,373385,0.45,0.624,8,-7.746,1,0.029,0.275,0.576,0.0996,0.199,103.963,373387,4
Kanye West,Heaven and Hell,spotify:track:2Y40huo5ewaKYxsFintYtF,11140,0.764,0.422,0,-7.265,0,0.119,0.0409,0.0,0.152,0.268,82.986,145301,4
Motel Radio,Fly Solo,spotify:track:59mq63EHC1uNkp8Cltah5K,243570,0.565,0.851,5,-6.959,1,0.036,0.00313,0.0211,0.092,0.773,144.967,243571,4
